ort,plz,landkreis,bundesland,lat,lon
Aach,78267,Landkreis Konstanz,Baden-Württemberg,47.8441308,8.8519587
Aach,54298,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.7894542,6.5906612
Aachen,52062,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52064,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52066,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52068,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52070,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52072,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52074,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52076,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52078,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aachen,52080,Städteregion Aachen,Nordrhein-Westfalen,50.776351,6.083862
Aalen,73430,Ostalbkreis,Baden-Württemberg,48.8375607,10.0929593
Aalen,73431,Ostalbkreis,Baden-Württemberg,48.8375607,10.0929593
Aalen,73432,Ostalbkreis,Baden-Württemberg,48.8375607,10.0929593
Aalen,73433,Ostalbkreis,Baden-Württemberg,48.8375607,10.0929593
Aalen,73434,Ostalbkreis,Baden-Württemberg,48.8375607,10.0929593
Aarbergen,65326,Rheingau-Taunus-Kreis,Hessen,50.2516294,8.0801992
Aasbüttel,25560,Kreis Steinburg,Schleswig-Holstein,54.0658047,9.4411523
Abenberg,91183,Landkreis Roth,Bayern,49.2419719,10.9638694
Abensberg,93326,Landkreis Kelheim,Bayern,48.8332409,11.8570782
Abentheuer,55767,Landkreis Birkenfeld,Rheinland-Pfalz,49.6493358,7.1010849
Absberg,91720,Landkreis Weißenburg-Gunzenhausen,Bayern,49.1445646,10.8796997
Abstatt,74232,Landkreis Heilbronn,Baden-Württemberg,49.0683107,9.2914409
Abtsbessingen,99713,Kyffhäuserkreis,Thüringen,51.2609433,10.7644451
Abtsgmünd,73453,Ostalbkreis,Baden-Württemberg,48.8936471,10.0027636
Abtsteinach,69518,Kreis Bergstraße,Hessen,49.5421,8.7881
Abtswind,97355,Landkreis Kitzingen,Bayern,49.7701407,10.3745265
Abtweiler,55568,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.7437451,7.6560835
Achberg,88147,Landkreis Ravensburg,Baden-Württemberg,47.6198508,9.7185583
Achern,77855,Ortenaukreis,Baden-Württemberg,48.6300161,8.0735581
Achim,28832,Landkreis Verden,Niedersachsen,53.0120987,9.0360486
Achslach,94250,Landkreis Regen,Bayern,48.9724176,12.9349017
Achstetten,88480,Landkreis Biberach,Baden-Württemberg,48.2605412,9.8971061
Acht,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.3699322,7.0727624
Achtelsbach,55767,Landkreis Birkenfeld,Rheinland-Pfalz,49.6242681,7.0892556
Achterwehr,24239,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3129839,9.9656065
Achtrup,25917,Kreis Nordfriesland,Schleswig-Holstein,54.7913561,9.0270266
Adelberg,73099,Landkreis Göppingen,Baden-Württemberg,48.7628274,9.5975232
Adelebsen,37139,Landkreis Göttingen,Niedersachsen,51.579484,9.7524477
Adelheidsdorf,29352,Landkreis Celle,Niedersachsen,52.565616,10.0571661
Adelmannsfelden,73486,Ostalbkreis,Baden-Württemberg,48.9547314,10.0046763
Adelschlag,85111,Landkreis Eichstätt,Bayern,48.8403472,11.22192
Adelsdorf,91325,Landkreis Erlangen-Höchstadt,Bayern,49.7097619,10.8908195
Adelsheim,74740,Neckar-Odenwald-Kreis,Baden-Württemberg,49.4053706,9.3903482
Adelshofen,91587,Landkreis Ansbach,Bayern,49.4393454,10.1740966
Adelshofen,82276,Landkreis Fürstenfeldbruck,Bayern,48.1832551,11.1167486
Adelsried,86477,Landkreis Augsburg,Bayern,48.4252851,10.7193232
Adelzhausen,86559,Landkreis Aichach-Friedberg,Bayern,48.3579139,11.1386677
Adenau,53518,Landkreis Ahrweiler,Rheinland-Pfalz,50.3823283,6.9304002
Adenbach,67742,Landkreis Kusel,Rheinland-Pfalz,49.6692901,7.6476351
Adenbüttel,38528,Landkreis Gifhorn,Niedersachsen,52.3812295,10.4510158
Adendorf,21365,Landkreis Lüneburg,Niedersachsen,53.281748,10.4392992
Adlkofen,84166,Landkreis Landshut,Bayern,48.543476,12.2642709
Admannshagen-Bargeshagen,18211,Landkreis Rostock,Mecklenburg-Vorpommern,54.124717000000004,11.980569703995158
Adorf/Vogtland,08626,Vogtlandkreis,Sachsen,50.3206834,12.2535919
Aebtissinwisch,25572,Kreis Steinburg,Schleswig-Holstein,53.9675809,9.289134
Aerzen,31855,Landkreis Hameln-Pyrmont,Niedersachsen,52.0496072,9.2638158
Affalterbach,71563,Landkreis Ludwigsburg,Baden-Württemberg,48.9218388,9.3230504
Affing,86444,Landkreis Aichach-Friedberg,Bayern,48.4578556,10.9822507
Affinghausen,27257,Landkreis Diepholz,Niedersachsen,52.7840674,8.8765361
Affler,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.016889649999996,6.152383264151627
Agathenburg,21684,Landkreis Stade,Niedersachsen,53.5643515,9.5307094
Agethorst,25560,Kreis Steinburg,Schleswig-Holstein,54.0198924,9.4387432
Aglasterhausen,74858,Neckar-Odenwald-Kreis,Baden-Württemberg,49.3555418,8.9888513
Aham,84168,Landkreis Landshut,Bayern,48.5282631,12.4634033
Ahaus,48683,Kreis Borken,Nordrhein-Westfalen,52.0761541,7.004876
Ahausen,27367,Landkreis Rotenburg (Wümme),Niedersachsen,53.0622888,9.3129845
Ahlbeck,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.6704395,14.1862434
Ahlden,29693,Landkreis Heidekreis,Niedersachsen,52.7591196,9.5515675
Ahlefeld-Bistensee,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.4038779,9.6915511
Ahlen,59227,Kreis Warendorf,Nordrhein-Westfalen,51.7627633,7.8909086
Ahlen,59229,Kreis Warendorf,Nordrhein-Westfalen,51.7627633,7.8909086
Ahlerstedt,21702,Landkreis Stade,Niedersachsen,53.4069828,9.4523213
Ahlsdorf,06313,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,51.5443908,11.4683758
Ahlstädt,98553,Landkreis Hildburghausen,Thüringen,50.5282736,10.6865235
Ahnatal,34292,Landkreis Kassel,Hessen,51.365326,9.4051218
Ahneby,24996,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.7018498,9.7314202
Ahnsbeck,29353,Landkreis Celle,Niedersachsen,52.6103145,10.2858225
Ahnsen,31708,Landkreis Schaumburg,Niedersachsen,52.2565783,9.0953817
Aholfing,94345,Landkreis Straubing-Bogen,Bayern,48.9432779,12.4674657
Aholming,94527,Landkreis Deggendorf,Bayern,48.7350726,12.9119176
Ahorn,74744,Main-Tauber-Kreis,Baden-Württemberg,49.4878031,9.534577
Ahorn,96482,Landkreis Coburg,Bayern,50.2380372,10.9549021
Ahorntal,95491,Landkreis Bayreuth,Bayern,49.840494250000006,11.42791303234577
Ahrbrück,53506,Landkreis Ahrweiler,Rheinland-Pfalz,50.4837546,6.9839744
Ahrensbök,23623,Kreis Ostholstein,Schleswig-Holstein,54.0130295,10.5752645
Ahrensburg,22926,Kreis Stormarn,Schleswig-Holstein,53.6736529,10.2358999
Ahrensfelde,16356,Landkreis Barnim,Brandenburg,52.5782258,13.5739094
Ahrenshagen-Daskow,18320,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.2322873,12.5782208
Ahrenshöft,25853,Kreis Nordfriesland,Schleswig-Holstein,54.5581443,9.0713273
Ahrenshoop,18347,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.3789509,12.419192
Ahrenviöl,25885,Kreis Nordfriesland,Schleswig-Holstein,54.5298783,9.2057328
Ahrenviölfeld,24896,Kreis Nordfriesland,Schleswig-Holstein,54.5334652,9.2756262
Ahrenviölfeld,25885,Kreis Nordfriesland,Schleswig-Holstein,54.5334652,9.2756262
Aichach,86551,Landkreis Aichach-Friedberg,Bayern,48.4591478,11.1309953
Aicha vorm Wald,94529,Landkreis Passau,Bayern,48.6736222,13.2927294
Aichelberg,73101,Landkreis Göppingen,Baden-Württemberg,48.6354038,9.5678246
Aichen,86479,Landkreis Günzburg,Bayern,48.2284503,10.5402577
Aichhalden,78733,Landkreis Rottweil,Baden-Württemberg,48.2679292,8.399562
Aichstetten,88317,Landkreis Ravensburg,Baden-Württemberg,47.8926582,10.077408
Aichtal,72631,Landkreis Esslingen,Baden-Württemberg,48.6278878,9.2412617
Aichwald,73773,Landkreis Esslingen,Baden-Württemberg,48.7585422,9.3902034
Aidenbach,94501,Landkreis Passau,Bayern,48.5677985,13.0879564
Aidhausen,97491,Landkreis Haßberge,Bayern,50.155421,10.4362936
Aidlingen,71134,Landkreis Böblingen,Baden-Württemberg,48.6785572,8.8983347
Aiglsbach,84089,Landkreis Kelheim,Bayern,48.6914349,11.7103796
Ailertchen,56459,Westerwaldkreis,Rheinland-Pfalz,50.5986998,7.9410681
Aindling,86447,Landkreis Aichach-Friedberg,Bayern,48.5121525,10.9528155
Ainring,83404,Landkreis Berchtesgadener Land,Bayern,47.8156196,12.9429053
Aislingen,89344,Landkreis Dillingen an der Donau,Bayern,48.5041705,10.4542077
Aiterhofen,94330,Landkreis Straubing-Bogen,Bayern,48.8456935,12.6195292
Aitern,79677,Landkreis Lörrach,Baden-Württemberg,47.8037979,7.894723
Aitrach,88319,Landkreis Ravensburg,Baden-Württemberg,47.9402325,10.0904199
Aitrang,87648,Landkreis Ostallgäu,Bayern,47.819518,10.5356002
Aken (Elbe),06385,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,51.85,12.05
Aken (Elbe),06386,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,51.85,12.05
Aland,39615,Landkreis Stendal,Sachsen-Anhalt,52.9760583,11.6524953
Albaching,83544,Landkreis Rosenheim,Bayern,48.1103044,12.1112803
Albbruck,79774,Landkreis Waldshut,Baden-Württemberg,47.5943254,8.1336893
Albersdorf,25767,Kreis Dithmarschen,Schleswig-Holstein,54.1458092,9.285792
Albersdorf,07646,Saale-Holzland-Kreis,Thüringen,50.9036639,11.7739713
Albershausen,73095,Landkreis Göppingen,Baden-Württemberg,48.6919721,9.5658873
Albersweiler,76857,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.2189513,8.0299651
Albertshofen,97320,Landkreis Kitzingen,Bayern,49.7705576,10.1601777
Albessen,66871,Landkreis Kusel,Rheinland-Pfalz,49.5165124,7.3310111
Albig,55234,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7735495,8.1217095
Albisheim (Pfrimm),67308,Donnersbergkreis,Rheinland-Pfalz,49.6495137,8.0950894
Albsfelde,23909,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.680891,10.6965136
Albstadt,72458,Zollernalbkreis,Baden-Württemberg,48.233048,8.9991483
Albstadt,72459,Zollernalbkreis,Baden-Württemberg,48.233048,8.9991483
Albstadt,72461,Zollernalbkreis,Baden-Württemberg,48.233048,8.9991483
Aldenhoven,52457,Kreis Düren,Nordrhein-Westfalen,50.8962734,6.2827943
Aldersbach,94501,Landkreis Passau,Bayern,48.5881793,13.0846579
Aldingen,78554,Landkreis Tuttlingen,Baden-Württemberg,48.092217,8.7025341
Alerheim,86733,Landkreis Donau-Ries,Bayern,48.8450781,10.6211608
Alesheim,91793,Landkreis Weißenburg-Gunzenhausen,Bayern,49.0483133,10.864338
Aletshausen,86480,Landkreis Günzburg,Bayern,48.1990939,10.3892164
Alf,56859,Landkreis Cochem-Zell,Rheinland-Pfalz,50.0564941,7.1255275
Alfdorf,73553,Rems-Murr-Kreis,Baden-Württemberg,48.8439828,9.7189427
Alfdorf,73655,Rems-Murr-Kreis,Baden-Württemberg,48.8439828,9.7189427
Alfeld,91236,Landkreis Nürnberger Land,Bayern,49.4291538,11.5439334
Alfeld (Leine),31061,Landkreis Hildesheim,Niedersachsen,51.9863077,9.8247473
Alfhausen,49594,Landkreis Osnabrück,Niedersachsen,52.5006786,7.9520785
Alflen,56828,Landkreis Cochem-Zell,Rheinland-Pfalz,50.1771038,7.0409561
Alfstedt,27432,Landkreis Rotenburg (Wümme),Niedersachsen,53.5499782,9.0666915
Alfter,53347,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.7370665,7.0093699
Algermissen,31191,Landkreis Hildesheim,Niedersachsen,52.2514068,9.9679044
Alheim,36211,Landkreis Hersfeld-Rotenburg,Hessen,51.0333,9.66667
Alken,56332,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.2456152,7.4482849
Alkersleben,99310,Ilm-Kreis,Thüringen,50.8474927,11.0412337
Alkersum,25938,Kreis Nordfriesland,Schleswig-Holstein,54.7085359,8.5091184
Allenbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,49.7556621,7.166168
Allendorf,35469,Landkreis Gießen,Hessen,50.6737,8.8177
Allendorf,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2679502,7.9982619
Allendorf,07426,Landkreis Saalfeld-Rudolstadt,Thüringen,50.6548889,11.1586047
Allendorf (Eder),35108,Landkreis Waldeck-Frankenberg,Hessen,51.066955,8.6270903
Allenfeld,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8676903,7.6680449
Allensbach,78476,Landkreis Konstanz,Baden-Württemberg,47.7168668,9.0687005
Allersberg,90584,Landkreis Roth,Bayern,49.2513012,11.2356812
Allershausen,85391,Landkreis Freising,Bayern,48.4333967,11.6001317
Alleshausen,88422,Landkreis Biberach,Baden-Württemberg,48.102828,9.6219109
Alling,82239,Landkreis Fürstenfeldbruck,Bayern,48.1401952,11.3015889
Allmannshofen,86695,Landkreis Augsburg,Bayern,48.6125343,10.8088832
Allmannsweiler,88348,Landkreis Biberach,Baden-Württemberg,48.0289145,9.5939343
Allmendingen,89604,Alb-Donau-Kreis,Baden-Württemberg,48.3282665,9.7244123
Allmersbach im Tal,71573,Rems-Murr-Kreis,Baden-Württemberg,48.9073065,9.4679753
Allstedt,06542,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,51.402697,11.3873822
Almdorf,25821,Kreis Nordfriesland,Schleswig-Holstein,54.5826992,9.0138564
Almersbach,57610,Landkreis Altenkirchen,Rheinland-Pfalz,50.674805,7.6288485
Alpen,46519,Kreis Wesel,Nordrhein-Westfalen,51.5767474,6.5128805
Alpenrod,57642,Westerwaldkreis,Rheinland-Pfalz,50.6316731,7.8683622
Alpenrod,57647,Westerwaldkreis,Rheinland-Pfalz,50.6316731,7.8683622
Alperstedt,99195,Landkreis Sömmerda,Thüringen,51.0941825,11.0455513
Alpirsbach,72275,Landkreis Freudenstadt,Baden-Württemberg,48.3456021,8.4033079
Alsbach,56237,Westerwaldkreis,Rheinland-Pfalz,50.4641502,7.6618575
Alsbach-Hähnlein,64665,Landkreis Darmstadt-Dieburg,Hessen,49.7383506,8.5950049
Alsdorf,52477,Städteregion Aachen,Nordrhein-Westfalen,50.8771537,6.1620774
Alsdorf,57518,Landkreis Altenkirchen,Rheinland-Pfalz,50.7765632,7.8837097
Alsdorf,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.8885782,6.4643156
Alsenz,67821,Donnersbergkreis,Rheinland-Pfalz,49.7242877,7.8154248
Alsfeld,36304,Vogelsbergkreis,Hessen,50.7523545,9.268355
Alsheim,67577,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7656495,8.341793
Alsleben,06425,Salzlandkreis,Sachsen-Anhalt,51.7015251,11.6783936
Altbach,73776,Landkreis Esslingen,Baden-Württemberg,48.7244372,9.3807848
Alt Bennebek,24848,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.3782198,9.4326136
Alt Bukow,18233,Landkreis Rostock,Mecklenburg-Vorpommern,53.9978174,11.6087258
Altdöbern,03229,Landkreis Oberspreewald-Lausitz,Brandenburg,51.6511561,14.0342532
Altdorf,84032,Landkreis Landshut,Bayern,48.5549274,12.1080947
Altdorf,71155,Landkreis Böblingen,Baden-Württemberg,48.6309208,8.9956248
Altdorf,72655,Landkreis Esslingen,Baden-Württemberg,48.5950276,9.2712933
Altdorf,67482,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.2863021,8.2164153
Altdorf bei Nürnberg,90518,Landkreis Nürnberger Land,Bayern,49.3858107,11.3564341
Alt Duvenstedt,24782,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3586037,9.6437579
Alt Duvenstedt,24791,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3586037,9.6437579
Alt Duvenstedt,24811,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3586037,9.6437579
Altefähr,18573,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.3300215,13.1261879
Alteglofsheim,93087,Landkreis Regensburg,Bayern,48.9200814,12.2048203
Altena,58762,Märkischer Kreis,Nordrhein-Westfalen,51.2990263,7.6734841
Altenahr,53505,Landkreis Ahrweiler,Rheinland-Pfalz,50.5169469,6.9920517
Altenbamberg,55585,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.7841606,7.83207
Altenbeken,33184,Kreis Paderborn,Nordrhein-Westfalen,51.7617145,8.9454004
Altenberg,01773,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,50.766598,13.7523234
Altenberg,01778,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,50.766598,13.7523234
Altenberga,07768,Saale-Holzland-Kreis,Thüringen,50.8307736,11.5407954
Altenberge,48341,Kreis Steinfurt,Nordrhein-Westfalen,52.0468367,7.4669887
Altenbeuthen,07338,Landkreis Saalfeld-Rudolstadt,Thüringen,50.5917928,11.6010612
Altenbuch,97901,Landkreis Miltenberg,Bayern,49.8247169,9.4052441
Altenburg,04600,Landkreis Altenburger Land,Thüringen,50.9852411,12.4340988
Altendiez,65624,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3710103,7.9834435
Altendorf,92540,Landkreis Schwandorf,Bayern,49.4085073,12.2771611
Altendorf,96146,Landkreis Bamberg,Bayern,49.7988053,11.0093027
Altenglan,66885,Landkreis Kusel,Rheinland-Pfalz,49.549833,7.4615781
Altenhagen,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.7624989,13.1047741
Altenhausen,39343,Landkreis Börde,Sachsen-Anhalt,52.2622526,11.2535423
Altenhof,24340,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.4337876,9.8718523
Altenhof,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.3542339,12.3562448
Altenholz,24161,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3956762,10.1187695
Altenkirchen,66903,Landkreis Kusel,Rheinland-Pfalz,49.4415289,7.3204294
Altenkirchen,18556,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.6360021,13.3439199
Altenkirchen (Westerwald),57610,Landkreis Altenkirchen,Rheinland-Pfalz,50.6883603,7.637748622759572
Altenkrempe,23730,Kreis Ostholstein,Schleswig-Holstein,54.1316968,10.8274868
Altenkunstadt,96264,Landkreis Lichtenfels,Bayern,50.1284895,11.243397
Altenmarkt an der Alz,83352,Landkreis Traunstein,Bayern,48.0024333,12.5360462
Altenmedingen,29575,Landkreis Uelzen,Niedersachsen,53.1301783,10.6021202
Altenmoor,25335,Kreis Steinburg,Schleswig-Holstein,53.7656611,9.5712327
Altenmünster,86450,Landkreis Augsburg,Bayern,48.4646548,10.590822
Altenpleen,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.3702891,12.9895115
Altenriet,72657,Landkreis Esslingen,Baden-Württemberg,48.5911665,9.2216687
Altenstadt,63674,Wetteraukreis,Hessen,50.2848855,8.9568155
Altenstadt,86972,Landkreis Weilheim-Schongau,Bayern,47.823657,10.8734632
Altenstadt,89281,Landkreis Neu-Ulm,Bayern,48.1578052,10.1127146
Altenstadt an der Waldnaab,92665,Landkreis Neustadt an der Waldnaab,Bayern,49.7197024,12.1589629
Altensteig,72213,Landkreis Calw,Baden-Württemberg,48.5851784,8.6014741
Altenthann,93177,Landkreis Regensburg,Bayern,49.093098,12.3037865
Altentreptow,17087,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.692909,13.2512212
Alterkülz,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.0315436,7.4657635
Altertheim,97237,Landkreis Würzburg,Bayern,49.7252982,9.7504219
Altfraunhofen,84169,Landkreis Landshut,Bayern,48.4485366,12.1662755
Althegnenberg,82278,Landkreis Fürstenfeldbruck,Bayern,48.2343444,11.0635719
Altheim,88499,Landkreis Biberach,Baden-Württemberg,48.1448023,9.4464892
Altheim,89605,Alb-Donau-Kreis,Baden-Württemberg,48.3279917,9.7705081
Altheim (Alb),89174,Alb-Donau-Kreis,Baden-Württemberg,48.5808015,10.0271338
Althengstett,75382,Landkreis Calw,Baden-Württemberg,48.7232378,8.7964545
Althornbach,66484,Landkreis Südwestpfalz,Rheinland-Pfalz,49.2033899,7.3767504
Althütte,71566,Rems-Murr-Kreis,Baden-Württemberg,48.9146811,9.5696565
Althüttendorf,16247,Landkreis Barnim,Brandenburg,52.9620208,13.8069312
Altkalen,17179,Landkreis Rostock,Mecklenburg-Vorpommern,53.898783,12.7391044
Alt Krenzlin,19288,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.3191132,11.3093581
Altlandsberg,15345,Landkreis Märkisch-Oderland,Brandenburg,52.5614869,13.7245542
Altlay,56858,Landkreis Cochem-Zell,Rheinland-Pfalz,49.9886111,7.2695098
Altleiningen,67316,Landkreis Bad Dürkheim,Rheinland-Pfalz,49.5075,8.07333
Altleiningen,67317,Landkreis Bad Dürkheim,Rheinland-Pfalz,49.5075,8.07333
Altlußheim,68804,Rhein-Neckar-Kreis,Baden-Württemberg,49.3004929,8.4981809
Altmannstein,93336,Landkreis Eichstätt,Bayern,48.9,11.65
Altmärkische Höhe,39606,Landkreis Stendal,Sachsen-Anhalt,52.831484950000004,11.567036018056264
Altmärkische Höhe,39615,Landkreis Stendal,Sachsen-Anhalt,52.831484950000004,11.567036018056264
Altmärkische Wische,39615,Landkreis Stendal,Sachsen-Anhalt,52.869880699999996,11.902630596181568
Alt Meteln,19069,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,53.7473149,11.3414652
Altmittweida,09648,Landkreis Mittelsachsen,Sachsen,50.9677492,12.9570254
Alt Mölln,23881,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.6167,10.65
Altomünster,85250,Landkreis Dachau,Bayern,48.3875047,11.2572114
Altötting,84503,Landkreis Altötting,Bayern,48.2268085,12.6757914
Altrich,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.957429,6.9123077
Altrip,67122,Rhein-Pfalz-Kreis,Rheinland-Pfalz,49.432853,8.4981449
Altscheid,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0192187,6.3922544
Alt Schwerin,17214,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.5133185,12.353353
Altshausen,88361,Landkreis Ravensburg,Baden-Württemberg,47.934423,9.5386115
Altstrimmig,56858,Landkreis Cochem-Zell,Rheinland-Pfalz,50.0925065,7.2927897
Alt Sührkow,17166,Landkreis Rostock,Mecklenburg-Vorpommern,53.8026278,12.6518405
Alt Tellin,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.844379,13.2429346
Alt Tucheband,15328,Landkreis Märkisch-Oderland,Brandenburg,52.5371927,14.5117987
Altusried,87452,Landkreis Oberallgäu,Bayern,47.8110218,10.2139807
Altwarp,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.7430093,14.2630267
Altweidelbach,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.994864,7.5662258
Altwigshagen,17379,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.7042776,13.8362087
Alt Zachun,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.4951805,11.3379402
Alt Zauche-Wußwerk,15913,Landkreis Dahme-Spreewald,Brandenburg,51.91149575,14.021181539145356
Alveslohe,25486,Kreis Segeberg,Schleswig-Holstein,53.7890889,9.9160002
Alzenau,63755,Landkreis Aschaffenburg,Bayern,50.0863201,9.072985
Alzey,55232,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7503435,8.1097474
Amberg,92224,,Bayern,49.454366199999996,11.847402115482414
Amberg,86854,Landkreis Unterallgäu,Bayern,48.0611033,10.6810316
Amelinghausen,21385,Landkreis Lüneburg,Niedersachsen,53.1276759,10.2160653
Amerang,83123,Landkreis Rosenheim,Bayern,47.9919747,12.3085415
Amerdingen,86735,Landkreis Donau-Ries,Bayern,48.7269628,10.4861596
Am Ettersberg,99439,Landkreis Weimarer Land,Thüringen,51.06552,11.2984194
Am Großen Bruch,39393,Landkreis Börde,Sachsen-Anhalt,52.036604999999994,11.100570113215195
Ammeldingen an der Our,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.8895629,6.2551528
Ammeldingen bei Neuerburg,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0490818,6.275518
Am Mellensee,15838,Landkreis Teltow-Fläming,Brandenburg,52.1633343,13.4005903
Ammerbuch,72119,Landkreis Tübingen,Baden-Württemberg,48.5520727,8.9462829
Ammerndorf,90614,Landkreis Fürth,Bayern,49.4206774,10.8514713
Ammersbek,22949,Kreis Stormarn,Schleswig-Holstein,53.6950809,10.1905014
Ammerthal,92260,Landkreis Amberg-Sulzbach,Bayern,49.4401409,11.7631804
Am Ohmberg,37345,Landkreis Eichsfeld,Thüringen,51.4808086,10.457947
Amöneburg,35287,Landkreis Marburg-Biedenkopf,Hessen,50.7975562,8.9231329
Amorbach,63916,Landkreis Miltenberg,Bayern,49.643684,9.2225034
Ampfing,84539,Landkreis Mühldorf am Inn,Bayern,48.2550234,12.4190555
Am Salzhaff,18233,Landkreis Rostock,Mecklenburg-Vorpommern,54.044436250000004,11.608491506818183
Amstetten,73340,Alb-Donau-Kreis,Baden-Württemberg,48.5775936,9.8721204
Amt Creuzburg,99831,Wartburgkreis,Thüringen,51.0666037,10.2782817
Amt Neuhaus,19273,Landkreis Lüneburg,Niedersachsen,53.2435648,10.965836092047148
Amtsberg,09439,Erzgebirgskreis,Sachsen,50.7405217,13.0085489
Amt Wachsenburg,99334,Ilm-Kreis,Thüringen,50.86514105,10.914327894573947
Amtzell,88279,Landkreis Ravensburg,Baden-Württemberg,47.7062554,9.7470469
Andechs,82346,Landkreis Starnberg,Bayern,47.9746379,11.1828225
Anderlingen,27446,Landkreis Rotenburg (Wümme),Niedersachsen,53.3730821,9.303966
Andernach,56626,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.4391924,7.4023145
An der Poststraße,06647,Burgenlandkreis,Sachsen-Anhalt,51.15521225,11.600374798613538
An der Schmücke,06577,Kyffhäuserkreis,Thüringen,51.2932423,11.180359155289437
Andervenne,49832,Landkreis Emsland,Niedersachsen,52.5103219,7.570672
Andisleben,99189,Landkreis Sömmerda,Thüringen,51.0822061,10.9261218
Angelbachtal,74918,Rhein-Neckar-Kreis,Baden-Württemberg,49.2305993,8.7762282
Angelburg,35719,Landkreis Marburg-Biedenkopf,Hessen,50.809483,8.4307783
Anger,83454,Landkreis Berchtesgadener Land,Bayern,47.8044937,12.8547005
Angermünde,16278,Landkreis Uckermark,Brandenburg,53.017276,13.9981503
